user_id,country,kyc_level,account_created_time,vip_level
U00406,JP,NONE,2025-10-07 11:05:47.476410,NORMAL
U00407,AU,BASIC,2026-05-09 11:05:47.476411,SILVER
U00408,UK,INTERMEDIATE,2025-10-31 11:05:47.476412,NORMAL
U00409,DE,INTERMEDIATE,2026-05-13 11:05:47.476414,SILVER
U00410,SG,INTERMEDIATE,2025-07-24 11:05:47.476416,NORMAL
U00411,JP,BASIC,2026-04-14 11:05:47.476417,NORMAL
U00412,US,INTERMEDIATE,2025-10-06 11:05:47.476418,NORMAL
U00413,AU,BASIC,2025-12-09 11:05:47.476420,NORMAL
U00414,UK,INTERMEDIATE,2026-05-02 11:05:47.476422,NORMAL
U00415,CA,FULL,2025-10-13 11:05:47.476423,SILVER
U00416,SG,INTERMEDIATE,2026-05-09 11:05:47.476425,NORMAL
U00417,AU,INTERMEDIATE,2025-10-28 11:05:47.476426,NORMAL
U00418,SG,BASIC,2025-09-06 11:05:47.476427,NORMAL
U00419,UK,BASIC,2026-05-18 11:05:47.476429,NORMAL
U00420,FR,BASIC,2026-03-25 11:05:47.476431,NORMAL
U00421,DE,NONE,2025-09-23 11:05:47.476432,NORMAL
U00422,DE,BASIC,2025-07-25 11:05:47.476433,NORMAL
U00423,UK,BASIC,2025-08-05 11:05:47.476435,NORMAL
U00424,SG,BASIC,2025-08-22 11:05:47.476436,NORMAL
U00425,FR,NONE,2025-08-10 11:05:47.476438,SILVER
U00426,UK,NONE,2026-06-01 11:05:47.476439,GOLD
U00427,DE,BASIC,2025-08-24 11:05:47.476440,NORMAL
U00428,US,FULL,2025-11-14 11:05:47.476442,SILVER
U00429,DE,INTERMEDIATE,2025-09-09 11:05:47.476443,NORMAL
U00430,DE,FULL,2025-11-20 11:05:47.476445,NORMAL
U00431,SG,FULL,2026-05-16 11:05:47.476446,NORMAL
U00432,JP,INTERMEDIATE,2025-10-21 11:05:47.476447,NORMAL
U00433,FR,INTERMEDIATE,2026-01-06 11:05:47.476449,GOLD
U00434,FR,NONE,2026-04-10 11:05:47.476450,NORMAL
U00435,UK,INTERMEDIATE,2025-10-20 11:05:47.476452,NORMAL
U00436,UK,NONE,2026-04-04 11:05:47.476453,NORMAL
U00437,CA,BASIC,2025-12-01 11:05:47.476454,GOLD
U00438,FR,INTERMEDIATE,2026-03-26 11:05:47.476456,NORMAL
U00439,AU,FULL,2026-03-26 11:05:47.476457,NORMAL
U00440,AU,NONE,2026-01-09 11:05:47.476459,NORMAL
U00441,AU,BASIC,2025-11-26 11:05:47.476460,NORMAL
U00442,US,NONE,2025-12-17 11:05:47.476461,NORMAL
U00443,AU,INTERMEDIATE,2025-08-14 11:05:47.476463,NORMAL
U00444,CA,BASIC,2026-04-21 11:05:47.476464,SILVER
U00445,CA,INTERMEDIATE,2025-12-10 11:05:47.476466,NORMAL
U00446,JP,INTERMEDIATE,2026-05-20 11:05:47.476467,NORMAL
U00447,CA,FULL,2026-05-09 11:05:47.476468,NORMAL
U00448,UK,BASIC,2026-01-23 11:05:47.476470,GOLD
U00449,FR,INTERMEDIATE,2025-11-26 11:05:47.476471,NORMAL
U00450,SG,BASIC,2025-12-10 11:05:47.476472,NORMAL
U00451,US,NONE,2025-11-22 11:05:47.476474,NORMAL
U00452,AU,FULL,2025-12-27 11:05:47.476475,NORMAL
U00453,SG,INTERMEDIATE,2025-09-25 11:05:47.476477,GOLD
U00454,SG,FULL,2026-01-03 11:05:47.476478,PLATINUM
U00455,FR,FULL,2026-01-13 11:05:47.476479,NORMAL
U00456,AU,NONE,2026-01-13 11:05:47.476481,NORMAL
U00457,CA,INTERMEDIATE,2026-04-20 11:05:47.476482,NORMAL
U00458,US,FULL,2025-07-28 11:05:47.476484,NORMAL
U00459,JP,NONE,2025-07-15 11:05:47.476485,NORMAL
U00460,CA,BASIC,2026-03-20 11:05:47.476487,SILVER
U00461,US,NONE,2026-02-11 11:05:47.476488,NORMAL
U00462,FR,FULL,2025-11-02 11:05:47.476490,NORMAL
U00463,CA,FULL,2026-03-03 11:05:47.476491,SILVER
U00464,SG,BASIC,2026-05-15 11:05:47.476493,NORMAL
U00465,CA,INTERMEDIATE,2025-10-14 11:05:47.476494,GOLD
U00466,FR,INTERMEDIATE,2025-10-23 11:05:47.476509,NORMAL
U00467,DE,FULL,2025-07-21 11:05:47.476511,NORMAL
U00468,DE,INTERMEDIATE,2026-02-09 11:05:47.476512,NORMAL
U00469,DE,BASIC,2026-01-14 11:05:47.476514,NORMAL
U00470,FR,FULL,2025-10-08 11:05:47.476515,NORMAL
U00471,DE,NONE,2026-01-26 11:05:47.476517,NORMAL
U00472,CA,FULL,2025-09-10 11:05:47.476518,SILVER
U00473,DE,NONE,2026-04-02 11:05:47.476520,NORMAL
U00474,FR,FULL,2026-05-06 11:05:47.476521,NORMAL
U00475,JP,BASIC,2025-10-13 11:05:47.476523,SILVER
U00476,DE,BASIC,2026-01-28 11:05:47.476524,NORMAL
U00477,JP,BASIC,2025-08-19 11:05:47.476525,NORMAL
U00478,JP,BASIC,2025-09-17 11:05:47.476527,NORMAL
U00479,FR,FULL,2025-11-16 11:05:47.476528,NORMAL
U00480,US,BASIC,2026-04-06 11:05:47.476530,NORMAL
U00481,AU,BASIC,2025-10-15 11:05:47.476531,NORMAL
U00482,FR,INTERMEDIATE,2026-01-19 11:05:47.476533,NORMAL
U00483,JP,NONE,2026-05-01 11:05:47.476534,GOLD
U00484,CA,BASIC,2026-03-18 11:05:47.476535,GOLD
U00485,CA,FULL,2026-05-28 11:05:47.476537,NORMAL
U00486,US,NONE,2026-01-18 11:05:47.476538,NORMAL
U00487,UK,INTERMEDIATE,2025-08-11 11:05:47.476540,NORMAL
U00488,AU,BASIC,2025-07-22 11:05:47.476541,SILVER
U00489,DE,BASIC,2025-10-19 11:05:47.476542,SILVER
U00490,SG,FULL,2025-12-28 11:05:47.476544,NORMAL
U00491,US,INTERMEDIATE,2026-03-12 11:05:47.476545,NORMAL
U00492,JP,BASIC,2025-08-29 11:05:47.476546,NORMAL
U00493,CA,FULL,2025-07-23 11:05:47.476548,NORMAL
U00494,CA,NONE,2026-05-02 11:05:47.476549,NORMAL
U00495,AU,INTERMEDIATE,2026-04-05 11:05:47.476550,GOLD
U00496,DE,FULL,2026-06-12 11:05:47.476551,NORMAL
U00497,FR,INTERMEDIATE,2026-01-30 11:05:47.476553,NORMAL
U00498,US,INTERMEDIATE,2025-08-26 11:05:47.476554,NORMAL
U00499,US,NONE,2026-02-15 11:05:47.476555,NORMAL
U00500,CA,INTERMEDIATE,2026-03-26 11:05:47.476557,NORMAL
U00501,DE,INTERMEDIATE,2025-07-23 11:05:47.476558,NORMAL
U00502,SG,FULL,2026-02-23 11:05:47.476559,NORMAL
U00503,FR,FULL,2025-08-09 11:05:47.476561,NORMAL
U00504,JP,BASIC,2025-10-17 11:05:47.476562,NORMAL
U00505,UK,FULL,2025-08-14 11:05:47.476563,NORMAL
U00506,UK,NONE,2025-12-12 11:05:47.476565,NORMAL
U00507,JP,BASIC,2025-09-08 11:05:47.476566,NORMAL
U00508,AU,NONE,2025-09-22 11:05:47.476567,NORMAL
U00509,AU,NONE,2025-08-21 11:05:47.476569,SILVER
U00510,US,FULL,2025-10-30 11:05:47.476570,NORMAL
U00511,AU,NONE,2025-11-15 11:05:47.476571,NORMAL
U00512,US,FULL,2026-01-09 11:05:47.476573,NORMAL
U00513,JP,NONE,2026-06-14 11:05:47.476574,NORMAL
U00514,UK,NONE,2025-12-21 11:05:47.476575,GOLD
U00515,AU,NONE,2026-05-11 11:05:47.476577,NORMAL
U00516,SG,FULL,2026-03-15 11:05:47.476578,NORMAL
U00517,AU,FULL,2025-12-02 11:05:47.476579,NORMAL
U00518,SG,INTERMEDIATE,2025-09-12 11:05:47.476581,NORMAL
U00519,CA,BASIC,2025-09-13 11:05:47.476582,NORMAL
U00520,US,NONE,2026-02-21 11:05:47.476584,GOLD
U00521,CA,FULL,2025-10-21 11:05:47.476585,SILVER
U00522,AU,INTERMEDIATE,2026-02-09 11:05:47.476586,NORMAL
U00523,UK,NONE,2026-03-11 11:05:47.476588,SILVER
U00524,US,BASIC,2025-11-13 11:05:47.476589,NORMAL
U00525,US,FULL,2026-04-25 11:05:47.476591,NORMAL
U00526,JP,NONE,2026-05-22 11:05:47.476592,NORMAL
U00527,JP,NONE,2026-02-16 11:05:47.476594,NORMAL
U00528,JP,INTERMEDIATE,2026-01-18 11:05:47.476595,NORMAL
U00529,JP,INTERMEDIATE,2026-01-02 11:05:47.476596,SILVER
U00530,JP,FULL,2025-09-22 11:05:47.476598,NORMAL
U00531,SG,FULL,2026-05-15 11:05:47.476599,NORMAL
U00532,FR,FULL,2026-05-22 11:05:47.476601,NORMAL
U00533,CA,FULL,2026-01-03 11:05:47.476602,NORMAL
U00534,SG,FULL,2025-12-05 11:05:47.476603,NORMAL
U00535,DE,BASIC,2026-02-20 11:05:47.476605,SILVER
U00536,CA,FULL,2026-05-17 11:05:47.476606,NORMAL
U00537,CA,BASIC,2026-04-08 11:05:47.476608,NORMAL
U00538,UK,FULL,2025-12-28 11:05:47.476609,SILVER
U00539,JP,NONE,2026-04-29 11:05:47.476610,NORMAL
U00540,US,NONE,2025-08-10 11:05:47.476612,NORMAL
U00541,JP,FULL,2025-08-19 11:05:47.476613,NORMAL
U00542,DE,NONE,2025-12-27 11:05:47.476615,NORMAL
U00543,UK,FULL,2026-03-10 11:05:47.476616,GOLD
U00544,JP,FULL,2025-08-10 11:05:47.476618,GOLD
U00545,FR,INTERMEDIATE,2025-09-06 11:05:47.476619,NORMAL
U00546,FR,INTERMEDIATE,2025-09-15 11:05:47.476621,NORMAL
U00547,AU,FULL,2025-09-26 11:05:47.476622,NORMAL
U00548,FR,BASIC,2025-10-18 11:05:47.476623,NORMAL
U00549,US,BASIC,2025-11-16 11:05:47.476625,NORMAL
U00550,DE,FULL,2026-06-07 11:05:47.476626,NORMAL
U00551,FR,BASIC,2026-03-07 11:05:47.476628,NORMAL
U00552,AU,INTERMEDIATE,2026-02-10 11:05:47.476629,NORMAL
U00553,AU,FULL,2025-10-08 11:05:47.476631,NORMAL
U00554,SG,BASIC,2025-12-17 11:05:47.476632,NORMAL
U00555,SG,NONE,2025-10-08 11:05:47.476633,NORMAL
U00556,US,NONE,2026-05-08 11:05:47.476635,NORMAL
U00557,JP,NONE,2025-07-28 11:05:47.476636,NORMAL
U00558,JP,FULL,2026-06-11 11:05:47.476638,NORMAL
U00559,AU,FULL,2025-08-03 11:05:47.476639,NORMAL
U00560,CA,NONE,2025-09-16 11:05:47.476641,NORMAL
U00561,DE,NONE,2026-01-26 11:05:47.476642,NORMAL
U00562,SG,NONE,2025-11-07 11:05:47.476644,GOLD
U00563,SG,BASIC,2025-09-20 11:05:47.476645,NORMAL
U00564,DE,INTERMEDIATE,2025-09-19 11:05:47.476646,NORMAL
U00565,UK,INTERMEDIATE,2025-11-24 11:05:47.476648,GOLD
U00566,JP,BASIC,2025-10-23 11:05:47.476649,NORMAL
U00567,US,NONE,2026-05-05 11:05:47.476651,NORMAL
U00568,AU,NONE,2025-12-04 11:05:47.476652,NORMAL
U00569,UK,FULL,2026-03-20 11:05:47.476653,SILVER
U00570,FR,NONE,2025-07-20 11:05:47.476655,SILVER
U00571,JP,BASIC,2026-05-25 11:05:47.476656,GOLD
U00572,AU,INTERMEDIATE,2025-08-29 11:05:47.476658,NORMAL
U00573,DE,NONE,2026-05-08 11:05:47.476659,NORMAL
U00574,US,BASIC,2026-01-05 11:05:47.476661,NORMAL
U00575,UK,INTERMEDIATE,2025-11-24 11:05:47.476662,NORMAL
U00576,CA,INTERMEDIATE,2026-02-12 11:05:47.476664,NORMAL
U00577,UK,INTERMEDIATE,2026-04-05 11:05:47.476665,NORMAL
U00578,JP,NONE,2025-11-04 11:05:47.476667,NORMAL
U00579,CA,INTERMEDIATE,2025-08-05 11:05:47.476668,NORMAL
U00580,AU,FULL,2026-01-27 11:05:47.476670,NORMAL
U00581,CA,FULL,2025-09-05 11:05:47.476671,NORMAL
U00582,CA,NONE,2025-08-20 11:05:47.476673,NORMAL
U00583,JP,NONE,2026-01-15 11:05:47.476674,NORMAL
U00584,CA,BASIC,2026-03-29 11:05:47.476675,NORMAL
U00585,FR,NONE,2026-01-04 11:05:47.476677,NORMAL
U00586,AU,INTERMEDIATE,2026-01-09 11:05:47.476678,NORMAL
U00587,SG,NONE,2026-04-24 11:05:47.476680,NORMAL
U00588,CA,NONE,2025-10-29 11:05:47.476681,NORMAL
U00589,UK,INTERMEDIATE,2025-12-16 11:05:47.476682,SILVER
U00590,DE,FULL,2026-06-09 11:05:47.476684,NORMAL
U00591,JP,BASIC,2026-05-03 11:05:47.476685,NORMAL
U00592,SG,INTERMEDIATE,2026-03-21 11:05:47.476687,NORMAL
U00593,SG,NONE,2025-10-06 11:05:47.476688,NORMAL
U00594,CA,INTERMEDIATE,2026-01-25 11:05:47.476689,NORMAL
U00595,FR,INTERMEDIATE,2026-05-07 11:05:47.476691,GOLD
U00596,AU,BASIC,2025-07-30 11:05:47.476692,NORMAL
U00597,DE,NONE,2026-04-07 11:05:47.476694,GOLD
U00598,CA,INTERMEDIATE,2025-12-27 11:05:47.476695,NORMAL
U00599,SG,INTERMEDIATE,2025-11-07 11:05:47.476696,NORMAL
U00600,AU,INTERMEDIATE,2026-03-05 11:05:47.476698,NORMAL
U00601,FR,INTERMEDIATE,2025-11-24 11:05:47.476699,NORMAL
U00602,AU,BASIC,2025-07-26 11:05:47.476701,NORMAL
U00603,CA,INTERMEDIATE,2026-01-23 11:05:47.476702,NORMAL
U00604,JP,BASIC,2025-08-31 11:05:47.476703,NORMAL
U00605,US,FULL,2025-09-07 11:05:47.476705,GOLD
U00606,AU,INTERMEDIATE,2026-02-28 11:05:47.476706,SILVER
U00607,CA,FULL,2026-05-11 11:05:47.476708,NORMAL
U00608,JP,INTERMEDIATE,2026-01-11 11:05:47.476709,NORMAL
U00609,CA,NONE,2025-11-11 11:05:47.476710,NORMAL
U00610,AU,FULL,2025-08-13 11:05:47.476712,NORMAL
U00611,US,INTERMEDIATE,2025-11-13 11:05:47.476713,NORMAL
U00612,UK,NONE,2025-09-14 11:05:47.476715,NORMAL
U00613,SG,NONE,2025-12-16 11:05:47.476716,NORMAL
U00614,CA,INTERMEDIATE,2025-07-20 11:05:47.476718,GOLD
U00615,UK,NONE,2025-11-07 11:05:47.476719,NORMAL
U00616,JP,FULL,2026-02-22 11:05:47.476721,NORMAL
U00617,SG,INTERMEDIATE,2025-10-21 11:05:47.476722,PLATINUM
U00618,UK,INTERMEDIATE,2025-10-11 11:05:47.476723,NORMAL
U00619,UK,BASIC,2026-05-03 11:05:47.476725,NORMAL
U00620,AU,BASIC,2025-12-22 11:05:47.476726,NORMAL
U00621,AU,NONE,2025-12-19 11:05:47.476728,NORMAL
U00622,FR,NONE,2025-10-27 11:05:47.476729,NORMAL
U00623,US,INTERMEDIATE,2026-04-18 11:05:47.476730,NORMAL
U00624,JP,BASIC,2026-03-23 11:05:47.476732,NORMAL
U00625,CA,FULL,2025-12-28 11:05:47.476733,NORMAL
U00626,SG,BASIC,2025-11-20 11:05:47.476735,NORMAL
U00627,CA,NONE,2025-11-06 11:05:47.476736,NORMAL
U00628,AU,FULL,2026-03-06 11:05:47.476738,NORMAL
U00629,JP,INTERMEDIATE,2026-02-26 11:05:47.476739,NORMAL
U00630,UK,BASIC,2026-05-14 11:05:47.476740,NORMAL
U00631,AU,NONE,2026-03-07 11:05:47.476742,NORMAL
U00632,FR,FULL,2025-10-08 11:05:47.476743,NORMAL
U00633,UK,INTERMEDIATE,2025-08-19 11:05:47.476745,NORMAL
U00634,SG,INTERMEDIATE,2025-10-24 11:05:47.476746,GOLD
U00635,UK,BASIC,2025-08-17 11:05:47.476748,NORMAL
U00636,DE,NONE,2026-02-13 11:05:47.476749,NORMAL
U00637,CA,FULL,2026-04-04 11:05:47.476751,NORMAL
U00638,CA,FULL,2025-08-25 11:05:47.476752,NORMAL
U00639,SG,BASIC,2025-07-25 11:05:47.476753,NORMAL
U00640,SG,INTERMEDIATE,2026-04-05 11:05:47.476755,SILVER
U00641,US,INTERMEDIATE,2025-08-02 11:05:47.476756,GOLD
U00642,SG,BASIC,2025-10-10 11:05:47.476758,SILVER
U00643,AU,FULL,2025-09-01 11:05:47.476759,NORMAL
U00644,AU,FULL,2025-11-15 11:05:47.476760,NORMAL
U00645,US,BASIC,2025-08-30 11:05:47.476762,NORMAL
U00646,JP,INTERMEDIATE,2026-01-26 11:05:47.476763,NORMAL
U00647,AU,NONE,2025-10-24 11:05:47.476765,NORMAL
U00648,FR,NONE,2026-01-29 11:05:47.476766,NORMAL
U00649,JP,FULL,2025-11-02 11:05:47.476768,NORMAL
U00650,JP,INTERMEDIATE,2025-07-16 11:05:47.476769,SILVER
U00651,AU,INTERMEDIATE,2026-05-30 11:05:47.476771,NORMAL
U00652,AU,NONE,2026-05-02 11:05:47.476772,NORMAL
U00653,JP,INTERMEDIATE,2026-02-14 11:05:47.476774,SILVER
U00654,CA,BASIC,2025-08-07 11:05:47.476775,NORMAL
U00655,JP,NONE,2026-03-02 11:05:47.476777,NORMAL
U00656,DE,BASIC,2025-09-16 11:05:47.476778,NORMAL
U00657,DE,INTERMEDIATE,2026-01-17 11:05:47.476780,GOLD
U00658,UK,BASIC,2025-09-25 11:05:47.476781,GOLD
U00659,US,INTERMEDIATE,2025-11-17 11:05:47.476782,SILVER
U00660,SG,BASIC,2026-04-12 11:05:47.476784,NORMAL
U00661,JP,FULL,2026-01-02 11:05:47.476785,NORMAL
U00662,DE,FULL,2025-08-24 11:05:47.476787,NORMAL
U00663,UK,FULL,2026-05-08 11:05:47.476788,NORMAL
U00664,FR,FULL,2026-01-24 11:05:47.476790,GOLD
U00665,US,NONE,2025-12-30 11:05:47.476791,NORMAL
U00666,FR,NONE,2025-10-24 11:05:47.476793,NORMAL
U00667,JP,FULL,2025-11-24 11:05:47.476794,SILVER
U00668,DE,INTERMEDIATE,2025-10-05 11:05:47.476795,SILVER
U00669,SG,FULL,2025-12-25 11:05:47.476797,NORMAL
U00670,US,NONE,2026-05-22 11:05:47.476798,NORMAL
U00671,US,NONE,2025-10-23 11:05:47.476800,GOLD
U00672,AU,FULL,2026-03-27 11:05:47.476801,NORMAL
U00673,JP,BASIC,2025-11-08 11:05:47.476803,SILVER
U00674,SG,INTERMEDIATE,2026-01-12 11:05:47.476804,NORMAL
U00675,DE,NONE,2025-12-13 11:05:47.476806,NORMAL
U00676,SG,NONE,2025-07-18 11:05:47.476807,NORMAL
U00677,JP,FULL,2026-01-10 11:05:47.476808,NORMAL
U00678,US,BASIC,2026-04-28 11:05:47.476810,NORMAL
U00679,JP,FULL,2026-04-09 11:05:47.476811,NORMAL
U00680,UK,FULL,2025-12-22 11:05:47.476813,NORMAL
U00681,UK,BASIC,2025-10-14 11:05:47.476814,NORMAL
U00682,UK,INTERMEDIATE,2026-04-24 11:05:47.476815,NORMAL
U00683,SG,FULL,2026-01-13 11:05:47.476817,NORMAL
U00684,SG,NONE,2026-04-08 11:05:47.476818,NORMAL
U00685,SG,FULL,2026-06-11 11:05:47.476820,NORMAL
U00686,SG,FULL,2026-02-26 11:05:47.476821,NORMAL
U00687,JP,NONE,2025-11-01 11:05:47.476823,SILVER
U00688,UK,FULL,2026-04-05 11:05:47.476824,NORMAL
U00689,FR,BASIC,2025-11-08 11:05:47.476826,NORMAL
U00690,UK,BASIC,2025-07-20 11:05:47.476827,NORMAL
U00691,DE,NONE,2025-08-12 11:05:47.476828,SILVER
U00692,JP,BASIC,2026-01-12 11:05:47.476830,NORMAL
U00693,US,BASIC,2026-01-15 11:05:47.476831,NORMAL
U00694,JP,FULL,2026-04-19 11:05:47.476833,NORMAL
U00695,US,INTERMEDIATE,2026-05-10 11:05:47.476834,GOLD
U00696,CA,FULL,2026-04-09 11:05:47.476836,NORMAL
U00697,AU,NONE,2026-03-19 11:05:47.476837,NORMAL
U00698,US,INTERMEDIATE,2026-05-12 11:05:47.476839,NORMAL
U00699,CA,INTERMEDIATE,2026-05-16 11:05:47.476840,NORMAL
U00700,CA,FULL,2025-10-02 11:05:47.476842,NORMAL
U00701,SG,INTERMEDIATE,2026-05-04 11:05:47.476843,NORMAL
U00702,JP,BASIC,2026-05-06 11:05:47.476844,NORMAL
U00703,UK,INTERMEDIATE,2025-11-27 11:05:47.476846,NORMAL
U00704,US,BASIC,2026-02-13 11:05:47.476847,NORMAL
U00705,UK,FULL,2025-11-05 11:05:47.476849,NORMAL
U00706,DE,BASIC,2026-05-18 11:05:47.476850,NORMAL
U00707,US,BASIC,2026-04-06 11:05:47.476852,NORMAL
U00708,DE,BASIC,2025-12-20 11:05:47.476853,NORMAL
U00709,UK,NONE,2026-01-29 11:05:47.476854,NORMAL
U00710,DE,NONE,2025-11-08 11:05:47.476856,NORMAL
U00711,UK,FULL,2025-08-24 11:05:47.476857,NORMAL
U00712,US,FULL,2025-12-13 11:05:47.476859,SILVER
U00713,FR,BASIC,2026-03-22 11:05:47.476860,NORMAL
U00714,UK,BASIC,2026-04-24 11:05:47.476862,NORMAL
U00715,US,NONE,2026-06-14 11:05:47.476863,NORMAL
U00716,FR,FULL,2025-10-17 11:05:47.476865,GOLD
U00717,US,FULL,2026-03-16 11:05:47.476866,NORMAL
U00718,CA,INTERMEDIATE,2026-02-08 11:05:47.476868,NORMAL
U00719,FR,NONE,2026-05-07 11:05:47.476869,NORMAL
U00720,SG,BASIC,2026-05-20 11:05:47.476870,SILVER
U00721,CA,NONE,2026-05-23 11:05:47.476872,SILVER
U00722,DE,INTERMEDIATE,2026-01-22 11:05:47.476873,NORMAL
U00723,US,INTERMEDIATE,2025-10-25 11:05:47.476874,NORMAL
U00724,DE,BASIC,2025-08-31 11:05:47.476876,NORMAL
U00725,AU,BASIC,2025-08-17 11:05:47.476877,NORMAL
U00726,JP,BASIC,2025-09-09 11:05:47.476879,NORMAL
U00727,US,BASIC,2025-11-18 11:05:47.476880,NORMAL
U00728,US,INTERMEDIATE,2025-07-25 11:05:47.476882,NORMAL
U00729,DE,NONE,2025-12-05 11:05:47.476883,NORMAL
U00730,CA,FULL,2026-02-14 11:05:47.476885,GOLD
U00731,DE,NONE,2026-04-04 11:05:47.476886,NORMAL
U00732,CA,INTERMEDIATE,2026-02-17 11:05:47.476887,NORMAL
U00733,UK,BASIC,2026-05-03 11:05:47.476889,NORMAL
U00734,UK,NONE,2025-11-26 11:05:47.476890,NORMAL
U00735,JP,INTERMEDIATE,2026-04-10 11:05:47.476892,NORMAL
U00736,CA,INTERMEDIATE,2026-01-05 11:05:47.476893,NORMAL
U00737,JP,NONE,2026-01-27 11:05:47.476895,GOLD
U00738,UK,BASIC,2026-04-07 11:05:47.476896,NORMAL
U00739,AU,INTERMEDIATE,2025-10-28 11:05:47.476897,NORMAL
U00740,FR,BASIC,2025-09-14 11:05:47.476899,NORMAL
U00741,DE,NONE,2025-10-21 11:05:47.476900,NORMAL
U00742,US,BASIC,2026-01-11 11:05:47.476902,SILVER
U00743,SG,NONE,2025-12-30 11:05:47.476903,NORMAL
U00744,CA,NONE,2025-12-15 11:05:47.476905,NORMAL
U00745,SG,NONE,2026-02-02 11:05:47.476906,GOLD
U00746,JP,NONE,2025-10-27 11:05:47.476907,NORMAL
U00747,UK,NONE,2026-04-05 11:05:47.476909,NORMAL
U00748,SG,BASIC,2026-02-22 11:05:47.476910,SILVER
U00749,UK,INTERMEDIATE,2025-12-07 11:05:47.476912,GOLD
U00750,US,NONE,2026-05-08 11:05:47.476913,NORMAL
U00751,AU,BASIC,2025-07-20 11:05:47.476915,NORMAL
U00752,UK,NONE,2025-12-28 11:05:47.476916,GOLD
U00753,SG,FULL,2026-05-21 11:05:47.476917,SILVER
U00754,AU,NONE,2025-11-25 11:05:47.476919,NORMAL
U00755,SG,INTERMEDIATE,2025-11-09 11:05:47.476920,NORMAL
U00756,DE,INTERMEDIATE,2026-03-12 11:05:47.476922,NORMAL
U00757,US,BASIC,2026-03-31 11:05:47.476923,NORMAL
U00758,CA,FULL,2025-10-03 11:05:47.476924,NORMAL
U00759,CA,BASIC,2026-01-23 11:05:47.476926,NORMAL
U00760,JP,NONE,2025-07-21 11:05:47.476927,PLATINUM
U00761,AU,FULL,2025-12-14 11:05:47.476928,NORMAL
U00762,FR,FULL,2025-08-30 11:05:47.476930,NORMAL
U00763,FR,BASIC,2026-06-02 11:05:47.476931,NORMAL
U00764,US,FULL,2026-01-23 11:05:47.476933,NORMAL
U00765,JP,BASIC,2025-08-20 11:05:47.476934,NORMAL
U00766,DE,NONE,2026-02-12 11:05:47.476936,NORMAL
U00767,CA,INTERMEDIATE,2026-02-23 11:05:47.476937,GOLD
U00768,SG,BASIC,2026-03-19 11:05:47.476939,NORMAL
U00769,US,INTERMEDIATE,2025-12-14 11:05:47.476940,GOLD
U00770,SG,BASIC,2025-08-31 11:05:47.476942,SILVER
U00771,DE,BASIC,2025-10-06 11:05:47.476943,NORMAL
U00772,US,BASIC,2026-04-30 11:05:47.476945,NORMAL
U00773,AU,NONE,2026-06-05 11:05:47.476946,NORMAL
U00774,JP,BASIC,2025-08-05 11:05:47.476947,NORMAL
U00775,FR,NONE,2026-03-17 11:05:47.476949,NORMAL
U00776,SG,NONE,2025-08-19 11:05:47.476950,SILVER
U00777,UK,INTERMEDIATE,2025-12-11 11:05:47.476952,NORMAL
U00778,UK,INTERMEDIATE,2025-11-25 11:05:47.476953,NORMAL
U00779,SG,FULL,2026-04-07 11:05:47.476954,NORMAL
U00780,FR,BASIC,2025-10-09 11:05:47.476956,NORMAL
U00781,FR,BASIC,2025-09-01 11:05:47.476957,NORMAL
U00782,CA,INTERMEDIATE,2026-03-18 11:05:47.476959,NORMAL
U00783,SG,BASIC,2026-01-16 11:05:47.476960,NORMAL
U00784,CA,NONE,2025-08-26 11:05:47.476962,NORMAL
U00785,JP,NONE,2026-01-04 11:05:47.476963,GOLD
U00786,FR,NONE,2026-04-04 11:05:47.476965,NORMAL
U00787,SG,NONE,2026-01-03 11:05:47.476966,SILVER
U00788,FR,FULL,2025-07-23 11:05:47.476967,NORMAL
U00789,JP,NONE,2026-02-28 11:05:47.476969,NORMAL
U00790,US,NONE,2026-04-21 11:05:47.476970,NORMAL
U00791,SG,FULL,2025-11-13 11:05:47.476972,NORMAL
U00792,FR,FULL,2025-12-04 11:05:47.476973,NORMAL
U00793,JP,BASIC,2025-10-13 11:05:47.476975,NORMAL
U00794,DE,NONE,2026-05-29 11:05:47.476976,NORMAL
U00795,UK,INTERMEDIATE,2026-04-23 11:05:47.476977,NORMAL
U00796,SG,NONE,2025-12-05 11:05:47.476979,NORMAL
U00797,FR,FULL,2026-04-29 11:05:47.476980,NORMAL
U00798,SG,FULL,2025-11-07 11:05:47.476982,NORMAL
U00799,FR,BASIC,2026-04-25 11:05:47.476983,GOLD
U00800,DE,INTERMEDIATE,2025-11-18 11:05:47.476985,NORMAL
U00801,US,FULL,2026-04-27 11:05:47.476986,NORMAL
U00802,SG,NONE,2025-10-07 11:05:47.476987,NORMAL
U00803,UK,INTERMEDIATE,2025-11-09 11:05:47.476989,SILVER
U00804,AU,BASIC,2025-07-30 11:05:47.476990,NORMAL
U00805,SG,INTERMEDIATE,2026-03-02 11:05:47.476992,GOLD
U00806,UK,INTERMEDIATE,2025-10-16 11:05:47.476993,NORMAL
U00807,AU,INTERMEDIATE,2025-10-17 11:05:47.476994,NORMAL
U00808,CA,BASIC,2025-09-10 11:05:47.476996,NORMAL
U00809,FR,BASIC,2025-12-02 11:05:47.476997,NORMAL
U00810,AU,FULL,2026-02-01 11:05:47.476998,NORMAL
